[00:00:00.000 --> 00:00:00.360]   Música
[00:27:18.980 --> 00:27:19.320]   Não
[00:27:19.320 --> 00:27:21.680]   A idolatria
[00:27:21.680 --> 00:27:22.660]   Não se caracteriza
[00:27:22.660 --> 00:27:23.480]   Por adorar
[00:27:23.480 --> 00:27:24.680]   Apenas um outro
[00:27:24.680 --> 00:27:25.040]   Deus
[00:27:25.040 --> 00:27:26.340]   Mas por adorar
[00:27:26.340 --> 00:27:27.440]   Os diversos
[00:27:27.440 --> 00:27:27.680]   Deus
[00:27:27.680 --> 00:27:29.800]   Nosso coração
[00:27:29.800 --> 00:27:30.480]   Não se satisfaz
[00:27:30.480 --> 00:27:31.380]   Com uma outra coisa
[00:27:31.380 --> 00:27:32.420]   Nosso coração
[00:27:32.420 --> 00:27:33.120]   Busca
[00:27:33.120 --> 00:27:34.180]   Inúmeros
[00:27:34.180 --> 00:27:34.340]   Deus
[00:27:34.340 --> 00:27:34.700]   Igual
[00:27:34.700 --> 00:27:35.460]   João Calvino
[00:27:35.460 --> 00:27:36.560]   Tem uma frase famosa
[00:27:36.560 --> 00:27:36.900]   Que diz que
[00:27:36.900 --> 00:27:37.360]   É nosso coração
[00:27:37.360 --> 00:27:37.900]   A parte
[00:27:37.900 --> 00:27:38.820]   Estamos sempre
[00:27:38.820 --> 00:27:39.340]   Produzindo
[00:27:39.340 --> 00:27:40.120]   Muitos
[00:27:40.120 --> 00:27:41.880]   Nós não trocamos
[00:27:41.880 --> 00:27:42.100]   Deus
[00:27:42.100 --> 00:27:42.940]   Apenas por uma outra
[00:27:42.940 --> 00:27:44.860]   Trocamos por vários
[00:27:44.860 --> 00:27:46.240]   Outros
[00:27:46.240 --> 00:27:46.940]   Ídolos
[00:27:46.940 --> 00:27:47.600]   Agora
[00:27:47.600 --> 00:27:48.660]   Quais são esses ídolos
[00:27:48.660 --> 00:27:49.140]   Pelos quais
[00:27:49.140 --> 00:27:50.320]   Geralmente nós adoramos
[00:27:50.320 --> 00:27:52.620]   Aqui no mundo ocidental
[00:27:52.620 --> 00:27:54.100]   Principalmente após
[00:27:54.100 --> 00:27:55.080]   A cristianização
[00:27:55.080 --> 00:27:56.940]   A influência do cristianismo
[00:27:56.940 --> 00:27:58.580]   Não é muito comum
[00:27:58.580 --> 00:27:59.640]   Você encontrar pessoas
[00:27:59.640 --> 00:28:01.180]   Dobrando seus joelhos
[00:28:01.180 --> 00:28:02.100]   Por uma árvore
[00:28:02.100 --> 00:28:03.460]   Por uma estátua
[00:28:03.460 --> 00:28:04.300]   Que tem um ídolo
[00:28:04.300 --> 00:28:04.620]   Exato
[00:28:04.620 --> 00:28:05.760]   Não é tão comum
[00:28:05.760 --> 00:28:08.060]   Você ver isso acontecendo
[00:28:08.060 --> 00:28:10.040]   Isso não significa
[00:28:10.040 --> 00:28:11.960]   Nós não devemos nos enganar
[00:28:11.960 --> 00:28:12.320]   Achando que
[00:28:12.320 --> 00:28:12.880]   Nós não temos
[00:28:12.880 --> 00:28:13.760]   Talvez a mesma
[00:28:13.760 --> 00:28:14.200]   Provenção
[00:28:14.200 --> 00:28:15.500]   Que tinha o povo de Israel
[00:28:15.500 --> 00:28:17.420]   Para a idolatria
[00:28:17.420 --> 00:28:18.240]   Porque nós também
[00:28:18.240 --> 00:28:19.360]   Cometemos o pecado
[00:28:19.360 --> 00:28:20.660]   Agora
[00:28:20.660 --> 00:28:22.220]   Como que isso se configura
[00:28:22.220 --> 00:28:23.960]   Eu acho que
[00:28:23.960 --> 00:28:24.680]   Intelectualmente
[00:28:24.680 --> 00:28:25.580]   É até fácil de entender
[00:28:25.580 --> 00:28:26.800]   Que comida
[00:28:26.800 --> 00:28:28.700]   Nosso vento
[00:28:28.700 --> 00:28:30.420]   Que prazer
[00:28:30.420 --> 00:28:31.560]   Que satisfação
[00:28:31.560 --> 00:28:32.640]   Que trabalho
[00:28:32.640 --> 00:28:33.080]   Dinheiro
[00:28:33.080 --> 00:28:34.720]   Várias coisas podem se tornar
[00:28:34.720 --> 00:28:35.000]   Índios
[00:28:35.000 --> 00:28:37.400]   Intelectualmente é fácil
[00:28:37.400 --> 00:28:37.640]   Mas
[00:28:37.640 --> 00:28:38.940]   Eu queria
[00:28:38.940 --> 00:28:40.860]   Levar
[00:28:40.860 --> 00:28:41.900]   Para vocês pensarem
[00:28:41.900 --> 00:28:42.720]   O porquê
[00:28:42.720 --> 00:28:43.400]   Que isso acontece
[00:28:43.400 --> 00:28:44.200]   Porquê
[00:28:44.200 --> 00:28:44.360]   Que
[00:28:44.360 --> 00:28:46.460]   Nós somos tão atraídos
[00:28:46.460 --> 00:28:47.500]   Pela
[00:28:47.500 --> 00:28:49.120]   Idolatria
[00:28:49.120 --> 00:28:50.560]   E
[00:28:50.560 --> 00:28:52.420]   Tem um livro
[00:28:52.420 --> 00:28:53.540]   Um comentário
[00:28:53.540 --> 00:28:53.880]   De Jesus
[00:28:53.880 --> 00:28:55.160]   Um escritor
[00:28:55.160 --> 00:28:55.560]   Chamado
[00:28:55.560 --> 00:28:55.900]   Todos
[00:28:55.900 --> 00:28:57.920]   Que ele faz
[00:28:57.920 --> 00:28:58.320]   Uma análise
[00:28:58.320 --> 00:28:59.020]   Muito legal
[00:28:59.020 --> 00:29:00.340]   Muito interessante
[00:29:00.340 --> 00:29:00.740]   Sobre
[00:29:00.740 --> 00:29:02.040]   Os motivos
[00:29:02.040 --> 00:29:02.820]   Pelos quais
[00:29:02.820 --> 00:29:05.020]   O povo de Israel
[00:29:05.020 --> 00:29:05.580]   Era atraído
[00:29:05.580 --> 00:29:06.160]   Pela idolatria
[00:29:06.160 --> 00:29:06.940]   Às vezes você lê
[00:29:06.940 --> 00:29:07.160]   E fala
[00:29:07.160 --> 00:29:08.320]   Que questão
[00:29:08.320 --> 00:29:09.260]   Lindo atrás de Baal
[00:29:09.260 --> 00:29:09.620]   Qual que era
[00:29:09.620 --> 00:29:10.380]   Qual que era
[00:29:10.380 --> 00:29:11.300]   A satisfação deles
[00:29:11.300 --> 00:29:11.740]   Em adorar
[00:29:11.740 --> 00:29:12.580]   Esses outros dedos
[00:29:12.580 --> 00:29:13.060]   Moloque
[00:29:13.060 --> 00:29:13.840]   O que que eles
[00:29:13.840 --> 00:29:14.340]   Faziam isso
[00:29:14.340 --> 00:29:15.260]   Aí ele faz
[00:29:15.260 --> 00:29:15.640]   Um resumo
[00:29:15.640 --> 00:29:16.540]   Dos motivos
[00:29:16.540 --> 00:29:18.220]   Que os atraíam
[00:29:18.220 --> 00:29:18.720]   A idolatria
[00:29:18.720 --> 00:29:20.000]   Eu quero rapidamente
[00:29:20.000 --> 00:29:21.160]   Listar alguns desses motivos
[00:29:21.160 --> 00:29:21.440]   Porque
[00:29:21.440 --> 00:29:23.080]   Quando nós percebemos
[00:29:23.080 --> 00:29:24.200]   Quais são esses motivos
[00:29:24.200 --> 00:29:25.220]   Percebemos que
[00:29:25.220 --> 00:29:25.960]   Não é muito diferente
[00:29:25.960 --> 00:29:26.620]   Dos motivos
[00:29:26.620 --> 00:29:27.620]   Que nos levam também
[00:29:27.620 --> 00:29:28.780]   A idolatria
[00:29:28.780 --> 00:29:29.720]   Então
[00:29:29.720 --> 00:29:30.540]   Alguns motivos
[00:29:30.540 --> 00:29:31.340]   Que ele coloca lá
[00:29:31.340 --> 00:29:32.260]   E dele
[00:29:32.260 --> 00:29:33.400]   É que era
[00:29:33.400 --> 00:29:35.500]   Garantir
[00:29:35.500 --> 00:29:36.840]   A religião
[00:29:36.840 --> 00:29:37.640]   Pagana
[00:29:37.640 --> 00:29:39.180]   E do outro
[00:29:39.180 --> 00:29:39.400]   Era
[00:29:39.400 --> 00:29:40.360]   A religião
[00:29:40.360 --> 00:29:41.580]   Garantir
[00:29:41.580 --> 00:29:42.040]   Como assim
[00:29:42.040 --> 00:29:44.460]   Se você
[00:29:44.460 --> 00:29:46.660]   Falasse as palavras
[00:29:46.660 --> 00:29:47.340]   Corretas
[00:29:47.340 --> 00:29:47.820]   Fizesse
[00:29:47.820 --> 00:29:48.860]   Encantamentos
[00:29:48.860 --> 00:29:49.820]   Performa
[00:29:49.820 --> 00:29:50.260]   Coelho
[00:29:50.260 --> 00:29:51.700]   Fizesse tudo certinho
[00:29:51.700 --> 00:29:52.320]   Fizesse as coisas
[00:29:52.320 --> 00:29:52.880]   Afeleiras
[00:29:52.880 --> 00:29:54.600]   Ia funcionar
[00:29:54.600 --> 00:29:56.160]   Estava garantido
[00:29:56.160 --> 00:29:57.040]   Era uma relação
[00:29:57.040 --> 00:29:57.380]   Assim
[00:29:57.380 --> 00:29:58.240]   De garantir
[00:29:58.240 --> 00:29:58.780]   Quem que vem
[00:29:58.780 --> 00:29:59.520]   Aquele é uma religião
[00:29:59.520 --> 00:30:00.880]   Que garantisse a você
[00:30:00.880 --> 00:30:02.340]   Se você fizer tudo certinho
[00:30:02.340 --> 00:30:02.360]   Se você fizer tudo certinho
[00:30:02.360 --> 00:30:03.140]   Ir na igreja
[00:30:03.140 --> 00:30:03.760]   Domingo
[00:30:03.760 --> 00:30:04.900]   Entregar
[00:30:04.900 --> 00:30:05.420]   A sua fé
[00:30:05.420 --> 00:30:05.940]   E tal
[00:30:05.940 --> 00:30:07.560]   Não vai ter problema
[00:30:07.560 --> 00:30:08.620]   Está tudo garantido
[00:30:08.620 --> 00:30:09.880]   Se vai ter chuva
[00:30:09.880 --> 00:30:10.500]   Vai ter o bem
[00:30:10.500 --> 00:30:11.700]   Se vai ter a impropriação
[00:30:11.700 --> 00:30:13.920]   Essas religiões
[00:30:13.920 --> 00:30:14.580]   Procunham algo
[00:30:14.580 --> 00:30:15.060]   Garantido
[00:30:15.060 --> 00:30:15.580]   E nós
[00:30:15.580 --> 00:30:16.580]   Vivemos um contexto
[00:30:16.580 --> 00:30:17.000]   Que as pessoas
[00:30:17.000 --> 00:30:17.500]   Querem muito
[00:30:17.500 --> 00:30:17.920]   Isso também
[00:30:17.920 --> 00:30:18.340]   Um dos
[00:30:18.340 --> 00:30:19.440]   Grandes
[00:30:19.440 --> 00:30:19.780]   Deuses
[00:30:19.780 --> 00:30:22.240]   Do nosso século
[00:30:22.240 --> 00:30:22.820]   É esse Deus
[00:30:22.820 --> 00:30:24.980]   Da estabilidade
[00:30:24.980 --> 00:30:26.480]   As pessoas se esforçam
[00:30:26.480 --> 00:30:27.640]   Se eu fizer isso
[00:30:27.640 --> 00:30:28.240]   Se eu fizer aquilo
[00:30:28.240 --> 00:30:28.940]   Me preparar
[00:30:28.940 --> 00:30:29.900]   Me estudar
[00:30:29.900 --> 00:30:30.600]   Me esforçar
[00:30:30.600 --> 00:30:31.580]   Eu vou conseguir
[00:30:31.580 --> 00:30:33.400]   Chegar ao meu objetivo
[00:30:33.400 --> 00:30:34.440]   E chegando a esse objetivo
[00:30:34.440 --> 00:30:35.600]   Vai ficar tudo bem
[00:30:35.600 --> 00:30:36.400]   Se eu fizer isso
[00:30:36.400 --> 00:30:36.880]   Isso e isso
[00:30:36.880 --> 00:30:37.500]   Vou conseguir
[00:30:37.500 --> 00:30:38.020]   Mas
[00:30:38.020 --> 00:30:39.580]   O que garante
[00:30:39.580 --> 00:30:40.560]   Que nós vamos conseguir
[00:30:40.560 --> 00:30:41.880]   De fato
[00:30:41.880 --> 00:30:43.640]   A gente não vamos conseguir
[00:30:43.640 --> 00:30:44.440]   O que garante
[00:30:44.440 --> 00:30:45.580]   Que depois de nós conseguirmos
[00:30:45.580 --> 00:30:46.640]   Nós vamos ter mais problemas
[00:30:46.640 --> 00:30:47.260]   As pessoas querem
[00:30:47.260 --> 00:30:47.780]   Isso
[00:30:47.780 --> 00:30:49.160]   Querem uma vida
[00:30:49.160 --> 00:30:49.940]   Sem dificuldade
[00:30:49.940 --> 00:30:50.660]   Sem problemas
[00:30:50.660 --> 00:30:51.860]   Sem ter que me preocupar
[00:30:51.860 --> 00:30:52.500]   Se eu vou ter
[00:30:52.500 --> 00:30:53.100]   Com a condição
[00:30:53.100 --> 00:30:54.400]   De pagar a conta
[00:30:54.400 --> 00:30:55.200]   Na final da mesa
[00:30:55.200 --> 00:30:56.180]   Não quero me preocupar
[00:30:56.180 --> 00:30:56.400]   Com isso
[00:30:56.400 --> 00:30:56.960]   Eu vou poder ser
[00:30:56.960 --> 00:30:57.960]   Mandar embora
[00:30:57.960 --> 00:30:58.680]   Eu quero
[00:30:58.680 --> 00:31:00.120]   Garantir
[00:31:00.120 --> 00:31:01.620]   Existe muito
[00:31:01.620 --> 00:31:02.400]   Essa preocupação
[00:31:02.400 --> 00:31:02.960]   Nesse ídolo
[00:31:02.960 --> 00:31:05.220]   Que as pessoas têm
[00:31:05.220 --> 00:31:06.440]   Sendo que
[00:31:06.440 --> 00:31:07.680]   O que Deus nos oferece
[00:31:07.680 --> 00:31:08.540]   Não é esse cuidado
[00:31:08.540 --> 00:31:10.700]   De garantir
[00:31:10.700 --> 00:31:11.440]   Não vai ter problema
[00:31:11.440 --> 00:31:11.460]   Não vai ter problema
[00:31:11.460 --> 00:31:13.020]   Mas que mesmo
[00:31:13.020 --> 00:31:13.520]   Tem problema
[00:31:13.520 --> 00:31:14.460]   Que Ele estará conosco
[00:31:14.460 --> 00:31:14.820]   Isso é
[00:31:14.820 --> 00:31:15.920]   O que Ele nos
[00:31:15.920 --> 00:31:16.760]   Sem Ele
[00:31:16.760 --> 00:31:17.360]   Nos garante
[00:31:17.360 --> 00:31:18.980]   Em outro lugar
[00:31:18.980 --> 00:31:19.640]   Ele fala lá
[00:31:19.640 --> 00:31:21.180]   Que a religião dele
[00:31:21.180 --> 00:31:22.880]   Era egoísta
[00:31:22.880 --> 00:31:23.660]   Muito relacionada
[00:31:23.660 --> 00:31:24.120]   A isso aqui
[00:31:24.120 --> 00:31:25.880]   Era uma religião
[00:31:25.880 --> 00:31:27.620]   As religiões pagãs
[00:31:27.620 --> 00:31:28.160]   E uma pão mineral
[00:31:28.160 --> 00:31:29.660]   Funcionavam muito
[00:31:29.660 --> 00:31:30.980]   Como uma relação
[00:31:30.980 --> 00:31:31.600]   De trocas
[00:31:31.600 --> 00:31:32.940]   Dar e receber
[00:31:32.940 --> 00:31:34.960]   Eles tinham entendimento
[00:31:34.960 --> 00:31:35.400]   Que os deuses
[00:31:35.400 --> 00:31:36.260]   Como mais poderosos
[00:31:36.260 --> 00:31:38.040]   Que fossem
[00:31:38.040 --> 00:31:38.880]   Eles precisavam
[00:31:38.880 --> 00:31:39.360]   Dos homens
[00:31:39.360 --> 00:31:39.680]   Para quê?
[00:31:39.680 --> 00:31:40.160]   Para dar
[00:31:40.160 --> 00:31:45.040]   E que recebendo isso
[00:31:45.040 --> 00:31:45.680]   Os deuses
[00:31:45.680 --> 00:31:45.980]   Davam
[00:31:45.980 --> 00:31:46.660]   Eles favores
[00:31:46.660 --> 00:31:48.000]   Em última instância
[00:31:48.000 --> 00:31:49.620]   Era uma religião
[00:31:49.620 --> 00:31:50.020]   Egoísta
[00:31:50.020 --> 00:31:50.820]   Estava pensando
[00:31:50.820 --> 00:31:52.280]   No próprio interesse
[00:31:52.280 --> 00:31:53.440]   Em ter comigo
[00:31:53.440 --> 00:31:54.280]   Que destrua
[00:31:54.280 --> 00:31:54.300]   E destrua
[00:31:54.300 --> 00:31:54.860]   Quem poder
[00:31:54.860 --> 00:31:55.540]   Apropriar
[00:31:55.540 --> 00:31:57.780]   Agora
[00:31:57.780 --> 00:32:00.120]   Em certo sentido
[00:32:00.120 --> 00:32:00.460]   Eu falava
[00:32:00.460 --> 00:32:00.680]   Uma coisa
[00:32:00.680 --> 00:32:01.520]   Já disso
[00:32:01.520 --> 00:32:02.080]   Mas não sei se
[00:32:02.080 --> 00:32:03.260]   Alguém vai
[00:32:03.260 --> 00:32:04.020]   Escandalizar
[00:32:04.020 --> 00:32:06.700]   Em certo sentido
[00:32:06.700 --> 00:32:07.200]   O egoísmo
[00:32:07.200 --> 00:32:07.980]   Ele faz parte
[00:32:07.980 --> 00:32:08.940]   Da vida
[00:32:08.940 --> 00:32:09.880]   A vida
[00:32:09.880 --> 00:32:11.100]   Ao meu ver
[00:32:11.100 --> 00:32:11.700]   Não condena
[00:32:11.700 --> 00:32:12.400]   O egoísmo
[00:32:12.400 --> 00:32:14.480]   Em todos os céus
[00:32:14.480 --> 00:32:15.120]   Respostos
[00:32:15.120 --> 00:32:15.900]   O egoísmo
[00:32:15.900 --> 00:32:16.860]   Não pode ser egoísmo
[00:32:16.860 --> 00:32:17.080]   Assim
[00:32:17.080 --> 00:32:17.340]   Em cima
[00:32:17.340 --> 00:32:17.660]   Só tem
[00:32:17.660 --> 00:32:18.560]   O que eu estou
[00:32:18.560 --> 00:32:18.940]   Querendo dizer
[00:32:18.940 --> 00:32:21.460]   Em certo sentido
[00:32:21.460 --> 00:32:22.580]   A Bíblia
[00:32:22.580 --> 00:32:23.320]   Não se encoraja
[00:32:23.320 --> 00:32:23.780]   Nesse tipo
[00:32:23.780 --> 00:32:24.260]   De relação
[00:32:24.260 --> 00:32:25.100]   De buscar
[00:32:25.100 --> 00:32:25.460]   A Deus
[00:32:25.460 --> 00:32:25.920]   Servir
[00:32:25.920 --> 00:32:26.320]   A Deus
[00:32:26.320 --> 00:32:27.060]   Em busca
[00:32:27.060 --> 00:32:27.880]   De recompensas
[00:32:27.880 --> 00:32:29.400]   Ele nos encoraja
[00:32:29.400 --> 00:32:29.740]   É isso
[00:32:29.740 --> 00:32:30.460]   Coraja
[00:32:30.460 --> 00:32:30.980]   Depois
[00:32:30.980 --> 00:32:31.340]   Leia lá
[00:32:31.340 --> 00:32:32.420]   Mateus capítulo 6
[00:32:32.420 --> 00:32:33.320]   Onde Jesus
[00:32:33.320 --> 00:32:33.920]   Fala sobre
[00:32:33.920 --> 00:32:35.120]   Dades modas
[00:32:35.120 --> 00:32:35.400]   Orar
[00:32:35.400 --> 00:32:36.340]   O que ele faz
[00:32:36.340 --> 00:32:37.680]   Não faça
[00:32:37.680 --> 00:32:38.420]   Com os impostos
[00:32:38.420 --> 00:32:39.020]   Que fazem
[00:32:39.020 --> 00:32:40.420]   Buscando a recompensa
[00:32:40.420 --> 00:32:41.640]   Dos homens
[00:32:41.640 --> 00:32:42.760]   Aí o que ele faz
[00:32:42.760 --> 00:32:43.420]   Faz
[00:32:43.420 --> 00:32:44.680]   Por amor abenegado
[00:32:44.680 --> 00:32:45.640]   Não pense em você
[00:32:45.640 --> 00:32:46.060]   Ore
[00:32:46.060 --> 00:32:46.660]   Sem preocupar
[00:32:46.660 --> 00:32:47.340]   Com sua vida
[00:32:47.340 --> 00:32:48.060]   Sem preocupar
[00:32:48.060 --> 00:32:48.880]   Dá esmola
[00:32:48.880 --> 00:32:49.400]   Não preocupe
[00:32:49.400 --> 00:32:50.220]   O que vai ser
[00:32:50.220 --> 00:32:50.480]   O que ele faz
[00:32:50.480 --> 00:32:51.360]   É isso que ele fala
[00:32:51.360 --> 00:32:52.580]   Ele fala o seguinte
[00:32:52.580 --> 00:32:53.700]   Quando tem esmola
[00:32:53.700 --> 00:32:54.760]   Não mostra para ninguém
[00:32:54.760 --> 00:32:55.520]   Não deixa a sua mão
[00:32:55.520 --> 00:32:56.080]   Esquerda
[00:32:56.080 --> 00:32:56.700]   Sabe o que a sua direita
[00:32:56.700 --> 00:32:57.760]   Ou o contrário
[00:32:57.760 --> 00:32:58.660]   Direita
[00:32:58.660 --> 00:32:59.140]   Sabe o que a sua direita
[00:32:59.140 --> 00:32:59.440]   Não sei
[00:32:59.440 --> 00:33:01.080]   Aqui ele fala
[00:33:01.080 --> 00:33:02.460]   O teu pai
[00:33:02.460 --> 00:33:03.900]   Que veio em secreto
[00:33:03.900 --> 00:33:04.260]   Te
[00:33:04.260 --> 00:33:05.800]   Recompensará
[00:33:05.800 --> 00:33:06.680]   Quando for orar
[00:33:06.680 --> 00:33:07.480]   Entra lá no seu pai
[00:33:07.480 --> 00:33:08.740]   Que é secreto
[00:33:08.740 --> 00:33:10.080]   Teu pai que te veio em secreto
[00:33:10.080 --> 00:33:10.480]   Te
[00:33:10.480 --> 00:33:11.920]   Recompensará
[00:33:11.920 --> 00:33:12.600]   A Bíblia fala muito
[00:33:12.600 --> 00:33:13.200]   Sobre galadão
[00:33:13.200 --> 00:33:13.500]   Então
[00:33:13.500 --> 00:33:14.880]   Servir a Deus
[00:33:14.880 --> 00:33:15.920]   Com o desejo
[00:33:15.920 --> 00:33:16.560]   Sincero
[00:33:16.560 --> 00:33:18.040]   Quero receber bênçãos
[00:33:18.040 --> 00:33:19.140]   Galadões
[00:33:19.140 --> 00:33:19.980]   Se deixais muitos
[00:33:19.980 --> 00:33:21.300]   É errado
[00:33:21.300 --> 00:33:22.460]   Não
[00:33:22.460 --> 00:33:23.100]   É ótimo
[00:33:23.100 --> 00:33:24.000]   Nós devemos a Deus
[00:33:24.000 --> 00:33:25.320]   É claro que não pode ser
[00:33:25.320 --> 00:33:26.520]   Essa a única motivação
[00:33:26.520 --> 00:33:27.260]   Nós adoramos
[00:33:27.260 --> 00:33:27.920]   Servindo a Deus
[00:33:27.920 --> 00:33:28.160]   A gente
[00:33:28.160 --> 00:33:28.960]   Gratidão
[00:33:28.960 --> 00:33:30.000]   Por amor
[00:33:30.000 --> 00:33:30.700]   Por alegria
[00:33:30.700 --> 00:33:31.080]   Pelo que
[00:33:31.080 --> 00:33:32.260]   Ele fez
[00:33:32.260 --> 00:33:34.000]   O Senhor
[00:33:34.000 --> 00:33:34.400]   Eu vou dizer não
[00:33:34.400 --> 00:33:36.540]   Você pensar no seu próprio interesse
[00:33:36.540 --> 00:33:37.200]   Como algo é errado
[00:33:37.200 --> 00:33:38.440]   Onde está a idolatria?
[00:33:38.440 --> 00:33:40.380]   A idolatria está em buscar
[00:33:40.380 --> 00:33:40.920]   Recompensas
[00:33:40.920 --> 00:33:41.460]   Que não
[00:33:41.460 --> 00:33:42.880]   Venham da parte de Deus
[00:33:42.880 --> 00:33:43.620]   Como os hipócritos
[00:33:43.620 --> 00:33:44.600]   Que buscavam a recompensa
[00:33:44.600 --> 00:33:45.340]   De quem?
[00:33:45.340 --> 00:33:46.420]   Dos homens
[00:33:46.420 --> 00:33:48.140]   Quando buscamos recompensas
[00:33:48.140 --> 00:33:49.280]   Neste mundo
[00:33:49.280 --> 00:33:51.120]   E não em Deus
[00:33:51.120 --> 00:33:52.240]   Em estar
[00:33:52.240 --> 00:33:52.760]   Deixando a presença
[00:33:52.760 --> 00:33:53.140]   De Deus
[00:33:53.140 --> 00:33:53.520]   Na alegria
[00:33:53.520 --> 00:33:54.300]   Que Ele nos dá
[00:33:54.300 --> 00:33:55.280]   Aí sim
[00:33:55.280 --> 00:33:56.180]   Estamos
[00:33:56.180 --> 00:33:57.200]   Sendo
[00:33:57.200 --> 00:33:58.080]   Vitórios
[00:33:58.080 --> 00:33:59.660]   Quando temos
[00:33:59.660 --> 00:34:00.480]   Uma perspectiva
[00:34:00.480 --> 00:34:01.420]   A recompensa
[00:34:01.420 --> 00:34:02.200]   Humana
[00:34:02.200 --> 00:34:03.320]   O nosso próprio
[00:34:03.320 --> 00:34:03.800]   Sucesso
[00:34:03.800 --> 00:34:04.400]   O nosso próprio
[00:34:04.400 --> 00:34:05.680]   Dinheiro
[00:34:05.680 --> 00:34:06.220]   O nosso prazer
[00:34:06.220 --> 00:34:07.180]   Aqui na Terra
[00:34:07.180 --> 00:34:08.120]   Não diante de Deus
[00:34:08.120 --> 00:34:08.700]   Se eu me preocupo
[00:34:08.700 --> 00:34:09.260]   Com a reputação
[00:34:09.260 --> 00:34:10.260]   Minha diante de vocês
[00:34:10.260 --> 00:34:11.000]   Eu comentei
[00:34:11.000 --> 00:34:11.660]   Doutrina
[00:34:11.660 --> 00:34:12.380]   Se eu me preocupo
[00:34:12.380 --> 00:34:13.000]   Com a minha reputação
[00:34:13.000 --> 00:34:13.700]   Diante de Deus
[00:34:13.700 --> 00:34:14.640]   De Ele achar que
[00:34:14.640 --> 00:34:15.700]   Eu sou um serro
[00:34:15.700 --> 00:34:16.380]   Fiel e bom
[00:34:16.380 --> 00:34:18.040]   Pior que eu seja
[00:34:18.040 --> 00:34:18.720]   Se eu me preocupo
[00:34:18.720 --> 00:34:19.020]   Com isso
[00:34:19.020 --> 00:34:19.940]   Estou fazendo bem
[00:34:19.940 --> 00:34:20.620]   Perceba
[00:34:20.620 --> 00:34:21.440]   Não tem que preocupar
[00:34:21.440 --> 00:34:21.880]   Com o que vocês
[00:34:21.880 --> 00:34:22.480]   Vão achar de mim
[00:34:22.480 --> 00:34:22.920]   Em meu lugar
[00:34:22.920 --> 00:34:23.380]   Não tem que preocupar
[00:34:23.380 --> 00:34:23.900]   Com o que Deus
[00:34:23.900 --> 00:34:24.320]   Vai achar
[00:34:24.320 --> 00:34:25.140]   Isso é bom
[00:34:25.140 --> 00:34:26.540]   A idolatriz
[00:34:26.540 --> 00:34:27.160]   Sai preocupar
[00:34:27.160 --> 00:34:27.660]   Com o que vocês
[00:34:27.660 --> 00:34:28.800]   Vão achar
[00:34:28.800 --> 00:34:31.380]   Continuando
[00:34:31.380 --> 00:34:32.860]   Uma terceira característica
[00:34:32.860 --> 00:34:33.380]   Que tem que falar
[00:34:33.380 --> 00:34:35.240]   É que era uma religião
[00:34:35.240 --> 00:34:36.640]   Fácil
[00:34:36.640 --> 00:34:38.240]   Mais fácil
[00:34:38.240 --> 00:34:39.140]   É claro que tinha lá
[00:34:39.140 --> 00:34:39.880]   Os sacrifícios
[00:34:39.880 --> 00:34:40.700]   As ofertas
[00:34:40.700 --> 00:34:42.260]   Era tão simples assim
[00:34:42.260 --> 00:34:44.320]   Mas no que diz
[00:34:44.320 --> 00:34:45.300]   Uma conduta ética
[00:34:45.300 --> 00:34:45.800]   Moral
[00:34:45.800 --> 00:34:47.300]   Não muito era
[00:34:47.300 --> 00:34:47.760]   Exigida
[00:34:47.760 --> 00:34:48.800]   Um cananita
[00:34:48.800 --> 00:34:50.940]   Que adorava os franceses
[00:34:50.940 --> 00:34:52.160]   Não tinha tanta preocupação
[00:34:52.160 --> 00:34:53.080]   Adorava lá
[00:34:53.080 --> 00:34:54.380]   Fazendo seus serviços religiosos
[00:34:54.380 --> 00:34:54.800]   E o que Deus
[00:34:54.800 --> 00:34:55.360]   Fazia o que queria
[00:34:55.360 --> 00:34:56.420]   Muita gente
[00:34:56.420 --> 00:34:58.200]   Até dentro do cristianismo
[00:34:58.200 --> 00:34:59.160]   Busca a Deus
[00:34:59.160 --> 00:34:59.800]   Dessa forma
[00:34:59.800 --> 00:35:01.980]   Quer adorar a Deus
[00:35:01.980 --> 00:35:03.640]   E a igreja
[00:35:03.640 --> 00:35:04.300]   Bem importante
[00:35:04.300 --> 00:35:05.100]   Eu quero ir à igreja
[00:35:05.100 --> 00:35:06.940]   Mas não se compromete
[00:35:06.940 --> 00:35:07.720]   Verdadear
[00:35:07.720 --> 00:35:09.720]   Com a vida
[00:35:09.720 --> 00:35:11.060]   Com o senhorio de Deus
[00:35:11.060 --> 00:35:12.180]   Vem à igreja
[00:35:12.180 --> 00:35:13.180]   Eu quero louvar a Deus
[00:35:13.180 --> 00:35:14.340]   Aprender a Bíblia
[00:35:14.340 --> 00:35:15.380]   Orar
[00:35:15.380 --> 00:35:16.420]   Não está com os irmãos
[00:35:16.420 --> 00:35:17.800]   Mas não quer se submeter
[00:35:17.800 --> 00:35:18.540]   Ao seu religião
[00:35:18.540 --> 00:35:19.960]   Isso é uma idolatria
[00:35:19.960 --> 00:35:20.520]   Uma religião
[00:35:20.520 --> 00:35:21.400]   Muito fácil
[00:35:21.400 --> 00:35:21.840]   De não conhecer
[00:35:21.840 --> 00:35:23.520]   Isso é um problema também
