
[00:00:00.000 --> 00:00:00.440]   Música
[00:32:54.980 --> 00:32:55.780]   e se revestiu
[00:32:55.780 --> 00:32:56.400]   de carne
[00:32:56.400 --> 00:32:58.060]   se fez
[00:32:58.060 --> 00:32:59.100]   homem como nós
[00:32:59.100 --> 00:33:01.840]   viveu uma vida
[00:33:01.840 --> 00:33:02.740]   de perfeita
[00:33:02.740 --> 00:33:03.740]   obediência
[00:33:03.740 --> 00:33:05.640]   e em sua paixão
[00:33:05.640 --> 00:33:06.100]   estava
[00:33:06.100 --> 00:33:07.720]   desfigurado
[00:33:07.720 --> 00:33:10.600]   parecia um enfermo
[00:33:10.600 --> 00:33:11.540]   um doente
[00:33:11.540 --> 00:33:12.820]   sim
[00:33:12.820 --> 00:33:14.220]   porque ele levou
[00:33:14.220 --> 00:33:14.880]   as nossas
[00:33:14.880 --> 00:33:15.740]   enfermidades
[00:33:15.740 --> 00:33:16.700]   ele levou
[00:33:16.700 --> 00:33:17.460]   as nossas
[00:33:17.460 --> 00:33:18.040]   dores
[00:33:18.040 --> 00:33:19.320]   ferido
[00:33:19.320 --> 00:33:19.660]   de Deus
[00:33:19.660 --> 00:33:20.120]   e oprimido
[00:33:20.120 --> 00:33:20.940]   sim
[00:33:20.940 --> 00:33:23.940]   mas que também
[00:33:23.940 --> 00:33:24.580]   ressuscitou
[00:33:24.580 --> 00:33:25.340]   em glória
[00:33:25.340 --> 00:33:27.260]   e majestade
[00:33:27.260 --> 00:33:29.340]   fomos curados
[00:33:29.340 --> 00:33:29.900]   por ele
[00:33:29.900 --> 00:33:32.660]   fomos purificados
[00:33:32.660 --> 00:33:33.820]   pelo senhor
[00:33:33.820 --> 00:33:34.840]   da glória
[00:33:34.840 --> 00:33:35.680]   Jesus
[00:33:35.680 --> 00:33:36.760]   homem
[00:33:36.760 --> 00:33:37.240]   Deus
[00:33:37.240 --> 00:33:40.420]   que é homem
[00:33:40.420 --> 00:33:42.120]   e Deus
[00:33:42.120 --> 00:33:45.100]   sabe o que é padecer
[00:33:45.100 --> 00:33:46.840]   sabe o que é
[00:33:46.840 --> 00:33:47.760]   estar enfermo
[00:33:47.760 --> 00:33:50.080]   para que pudesse
[00:33:50.080 --> 00:33:50.700]   interceder
[00:33:50.700 --> 00:33:51.400]   por nós
[00:33:51.400 --> 00:33:54.440]   e nos guiar
[00:33:54.440 --> 00:33:56.140]   como a pátria
[00:33:56.140 --> 00:33:56.820]   celeste
[00:33:56.820 --> 00:33:58.980]   que nós devemos
[00:33:58.980 --> 00:33:59.420]   ansiar
[00:33:59.420 --> 00:34:00.480]   todos
[00:34:00.480 --> 00:34:01.440]   os dias
[00:34:01.440 --> 00:34:02.500]   da nossa vida
[00:34:02.500 --> 00:34:04.260]   e nessa pátria
[00:34:04.260 --> 00:34:05.780]   e agora
[00:34:05.780 --> 00:34:07.340]   faço aplicação
[00:34:07.340 --> 00:34:08.260]   aos dois tempos
[00:34:08.260 --> 00:34:09.580]   nessa pátria
[00:34:09.580 --> 00:34:11.580]   não haverá
[00:34:11.580 --> 00:34:12.380]   tempo de matar
[00:34:12.380 --> 00:34:13.980]   porque a morte
[00:34:13.980 --> 00:34:14.780]   foi abolida
[00:34:14.780 --> 00:34:15.980]   e nem sequer
[00:34:15.980 --> 00:34:16.600]   pensamentos
[00:34:16.600 --> 00:34:17.360]   maus
[00:34:17.360 --> 00:34:18.180]   com a intenção
[00:34:18.180 --> 00:34:18.680]   de matar
[00:34:18.680 --> 00:34:19.780]   vão existir
[00:34:19.780 --> 00:34:21.480]   seremos
[00:34:21.480 --> 00:34:23.620]   aperfeiçoados
[00:34:23.620 --> 00:34:24.400]   completamente
[00:34:24.400 --> 00:34:25.680]   aperfeiçoados
[00:34:25.680 --> 00:34:27.100]   em santidade
[00:34:27.100 --> 00:34:28.320]   e vamos viver
[00:34:28.320 --> 00:34:29.340]   em fraternidade
[00:34:29.340 --> 00:34:30.380]   para todos
[00:34:30.380 --> 00:34:30.840]   sempre
[00:34:30.840 --> 00:34:31.860]   diante
[00:34:31.860 --> 00:34:32.900]   do nosso
[00:34:32.900 --> 00:34:33.820]   senhor
[00:34:33.820 --> 00:34:34.780]   Jesus
[00:34:34.780 --> 00:34:36.920]   a morte
[00:34:36.920 --> 00:34:38.460]   já não existe
[00:34:38.460 --> 00:34:38.980]   mais
[00:34:38.980 --> 00:34:40.880]   mas também
[00:34:40.880 --> 00:34:42.400]   a doença
[00:34:42.400 --> 00:34:42.980]   não existe
[00:34:42.980 --> 00:34:43.500]   mais
[00:34:43.500 --> 00:34:45.720]   não vamos
[00:34:45.720 --> 00:34:46.620]   ficar preocupados
[00:34:46.620 --> 00:34:47.140]   com o tempo
[00:34:47.140 --> 00:34:47.760]   de curar
[00:34:47.760 --> 00:34:48.840]   porque não existe
[00:34:48.840 --> 00:34:49.460]   doença
[00:34:49.460 --> 00:34:50.640]   e todos nós
[00:34:50.640 --> 00:34:51.400]   já estaremos
[00:34:51.400 --> 00:34:52.100]   curados
[00:34:52.100 --> 00:34:53.480]   com o principal
[00:34:53.480 --> 00:34:54.980]   remédio
[00:34:54.980 --> 00:34:56.280]   Jesus
[00:34:56.280 --> 00:34:59.120]   que transforma
[00:34:59.120 --> 00:34:59.440]   os nossos
[00:34:59.440 --> 00:35:00.540]   corações de pedra
[00:35:00.540 --> 00:35:02.560]   que tira
[00:35:02.560 --> 00:35:03.320]   todas as nossas
[00:35:03.320 --> 00:35:04.040]   enfermidades
[00:35:04.040 --> 00:35:06.620]   e faz
[00:35:06.620 --> 00:35:07.340]   com que cada dia
[00:35:07.340 --> 00:35:07.940]   mais
[00:35:07.940 --> 00:35:09.020]   através do seu
[00:35:09.020 --> 00:35:09.780]   santo espírito
[00:35:09.780 --> 00:35:11.820]   cresçamos
[00:35:11.820 --> 00:35:13.360]   e pareçamos
[00:35:13.360 --> 00:35:14.140]   com ele mesmo
[00:35:14.140 --> 00:35:15.240]   isso é
[00:35:15.240 --> 00:35:15.960]   santificação
[00:35:15.960 --> 00:35:18.340]   mas enquanto
[00:35:18.340 --> 00:35:18.840]   o artista
[00:35:18.840 --> 00:35:19.500]   não volta
[00:35:19.500 --> 00:35:22.520]   enquanto o poeta
[00:35:22.520 --> 00:35:23.280]   não canta
[00:35:23.280 --> 00:35:23.700]   o último
[00:35:23.700 --> 00:35:24.360]   cântico
[00:35:24.360 --> 00:35:26.240]   precisamos
[00:35:26.240 --> 00:35:26.700]   discernir
[00:35:26.700 --> 00:35:27.180]   os tempos
[00:35:27.180 --> 00:35:28.040]   debaixo do sol
[00:35:28.040 --> 00:35:29.780]   viver
[00:35:29.780 --> 00:35:30.320]   viver perante
[00:35:30.320 --> 00:35:30.740]   a face
[00:35:30.740 --> 00:35:31.320]   de Deus
[00:35:31.320 --> 00:35:33.800]   todos os tempos
[00:35:33.800 --> 00:35:35.340]   sabendo um dia
[00:35:35.340 --> 00:35:36.660]   que todas
[00:35:36.660 --> 00:35:37.560]   essas antíteses
[00:35:37.560 --> 00:35:38.820]   todas
[00:35:38.820 --> 00:35:39.820]   essas contradições
[00:35:39.820 --> 00:35:40.960]   serão
[00:35:40.960 --> 00:35:42.700]   inteiramente
[00:35:42.700 --> 00:35:43.580]   resolvidas
[00:35:43.580 --> 00:35:45.140]   não por nós
[00:35:45.140 --> 00:35:47.040]   mas pelo
[00:35:47.040 --> 00:35:47.740]   Senhor Jesus
[00:35:47.740 --> 00:35:49.680]   nosso
[00:35:49.680 --> 00:35:50.220]   homem
[00:35:50.220 --> 00:35:51.160]   nosso
[00:35:51.160 --> 00:35:51.600]   Deus
[00:35:51.600 --> 00:35:52.920]   Deus
[00:35:52.920 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:53.820]   Deus
[00:35:53.820 --> 00:35:56.040]   Deus
[00:35:56.040 --> 00:35:56.040]   Deus
[00:35:56.040 --> 00:35:58.260]   Deus
[00:35:58.260 --> 00:35:58.260]   Deus
[00:35:58.260 --> 00:36:01.080]   Legenda por Sônia Ruberti

